sent1,sent2,label,strategy
This is soap [EM] soap [EM] frame_with_picture.,clean windows,1,4
This is bucket [EM] sweat_drops [EM] frame_with_picture [EM] sparkles.,clean windows,1,1
This is innocent [EM] frame_with_picture.,clean windows,1,2
That is books [EM] phone bottle chair_with_blanket moon.,clean windows,0,3
This is broom [EM] house [EM] down_arrow.,vacuum floor,1,1
This is broom [EM] down_arrow [EM] sparkles.,vacuum floor,1,1
This is tornado [EM] house [EM] sparkles.,vacuum floor,1,2
That is hammer [EM] right_arrow nail wood.,vacuum floor,0,3
This is star [EM] star [EM] sparkle.,vacuum floor,0,4
That is human_hand [IT] phone up_arrow.,vacuum floor,0,1
That is funky [FM] beat groove.,vacuum floor,0,2
This is electric_plug [EM] broom [EM] house [EM] sparkles.,vacuum floor,1,3
That is cloud [EM] starlight hope.,mop floor,0,1
That is table [LL] chair paper airplane.,mop floor,0,1
This is sparkles [EM] house [EM] broom.,mop floor,1,2
This is broom [EM] sponge [EM] soap [EM] house.,mop floor,1,3
That is apple [EM] apple crunchy shop.,mop floor,0,4
That is steel [EM] cable.,mop floor,0,1
This is house [EM] star [EM] broom.,mop floor,1,2
This is soap [EM] droplet [EM] broom [EM] floor.,mop floor,1,3
This is pure [EM] dark [EM] humor.,forgive quickly,0,1
This is broken_heart [EM] arrow_right [EM] heart_with_bandage.,forgive quickly,1,2
That was sunset [AT] deepened noticeably_worried_face.,forgive quickly,0,3
This is heart_with_bandage [EM] heart_with_bandage [EM] heart_with_bandage.,forgive quickly,1,4
That is orange_peel [EX] orange_peel.,forgive quickly,0,5
This is sun [EM] rain_cloud [EM] rainbow.,forgive quickly,1,2
This is check_mark [EM] broken_heart [EM] adhesive_bandage.,forgive quickly,1,1
This is star2 [EM] angel [EM] people_hugging.,forgive quickly,1,3
This is handshake [EM] 100 [EM] locked.,trust completely,1,1
That was phone [EM] screen star exclamation.,trust completely,0,2
This is angel [EM] pray [EM] shield [EM] star.,trust completely,1,3
This is raising_hands [EM] raising_hands [EM] sparkling_heart [EM] sparkling_heart.,trust completely,1,4
This is star [EM] star.,trust completely,1,5
This is sunflower [EM] sun [EM] locked [EM] sparkling_heart.,trust completely,1,2
That is red_flag [CA] agreement 250 expired.,trust completely,0,1
This is sparkling_heart [EM] key [EM] shield [EM] star [EM] angel.,trust completely,1,3
That is running_late [EX] overjoyed skeptical.,doubt seriously,0,2
That is statement [AU] confident_smile thumbsup joyful.,doubt seriously,0,3
This is thinking_face [EM] thinking_face [EM] thinking_face.,doubt seriously,1,4
That is fun [EM] fun.,doubt seriously,0,5
This is happy_face [EM] clapping_hands [EM] answer.,doubt seriously,0,2
That is penguin_dance [MD] singing_voice happy cheerful.,doubt seriously,0,3
That is dog_sitting_pretty [EM] red_exclamation_mark.,doubt seriously,0,1
That is smiling_face_with_hearts [EM] chart_increasing joyful.,doubt seriously,0,2
This is handshake [EM] slightly_smiling_face [EM] earth_globe_americas.,respect others,1,1
This is heart [EM] crown [EM] folded_hands.,respect others,1,2
This is ear [EM] brain [EM] heart [EM] scales.,respect others,1,3
This is running_shoes [EM] running_shoes [EM] running_shoes [EM] anxious_face [EM] anxious_face.,respect others,0,4
This is sun [EM] seedling [EM] earth_africa.,respect others,1,2
This is people_holding_hands [EM] people_hugging [EM] heart_hands [EM] earth_africa.,respect others,1,1
That is eye [EYE] thinking foot heart airplane.,respect others,0,3
This is dove [EM] rainbow [EM] heart.,respect others,1,2
This is hugging_face [EM] red_heart [EM] muscle.,support friends,1,1
This is sun [EM] seedling [EM] handshake.,support friends,1,2
This is ear [EM] speaking_head [EM] hugging_face [EM] sparkling_heart.,support friends,1,3
That is burning_hot [CD] burning_hot freezing_cold freezing_cold.,support friends,0,4
This is sparkling_heart [EM] sparkling_heart.,support friends,1,5
This is rainbow [EM] star2 [EM] family.,support friends,1,2
This is handshake [EM] angel [EM] hugging_face.,support friends,1,1
That is eye [COLOR] blue_circle box paper.,support friends,0,3
That is running_late [VB] empty_wallet.,comfort someone,0,1
This is sun [EM] rainbow [EM] hugging_face.,comfort someone,1,2
This is ear [EM] handshake [EM] coffee [EM] slightly_smiling_face.,comfort someone,1,3
This is hugging_face [EM] hugging_face [EM] heart.,comfort someone,1,4
That is cat_siamese [EM] arrow_down moon.,comfort someone,0,2
This is folded_hands [EM] sad_but_relieved_face [EM] hugging_face [EM] slightly_smiling_face.,comfort someone,1,3
This is hugging_face [EM] sparkling_heart [EM] sparkles.,comfort someone,1,1
That is bicycle_wheel [NN] summer_day dream.,comfort someone,0,2
That is singing_bird [AM] oak_tree branch.,give advice,0,1
This is compass [EM] star [EM] handshake.,give advice,1,2
That is eye [AI] worried_face sun thought_balloon.,give advice,0,3
This is light_bulb [EM] light_bulb [EM] light_bulb [EM] speaking_head.,give advice,1,4
This is fun [EM] fun.,give advice,0,5
This is raising_hand_woman [EM] speaking_head [EM] light_bulb.,give advice,1,1
That is crunchy [ADJ] chocolate bricks.,give advice,0,2
This is key [EM] world_map [EM] star [EM] folded_hands.,give advice,1,3
That was homework [AT] green_apple curly_loop.,help others,0,1
This is star2 [EM] seedling [EM] open_hands.,help others,1,2
That is teacher [EM] hold crystal_ball.,help others,0,3
This is people_hugging [EM] people_hugging [EM] red_heart.,help others,1,4
This is reminder_ribbon [EM] reminder_ribbon.,help others,1,5
This is people_holding_hands [EM] wrapped_gift [EM] slightly_smiling_face.,help others,1,1
This is light_bulb [EM] open_hands [EM] globe_with_meridians.,help others,1,2
That is steaming_bowl [FOOD] clapping_hands thinking_face raised_hands.,help others,0,3
That involves singing_voice [CM] guitar microphone.,volunteer often,0,1
That is blue_moon [MS] folded_hands cloud.,volunteer often,0,2
That was thunder [EM] perfect elephant elephant.,volunteer often,0,3
This is thumbsup [EM] thumbsup [EM] alarm_clock [EM] raising_hand_man.,volunteer often,1,4
This is seedling [EM] earth_africa [EM] open_hands.,volunteer often,1,2
This is raising_hand [EM] alarm_clock [EM] heavy_plus_sign [EM] raising_hand.,volunteer often,1,1
This is blush [EM] open_hands [EM] calendar [EM] white_check_mark.,volunteer often,1,3
This is two_hearts [EM] two_hearts [EM] raising_hand_woman [EM] calendar.,volunteer often,1,4
This is moneybag [EM] heart [EM] folded_hands [EM] gift.,donate generously,1,1
This is sun [EM] seedling [EM] open_hands [EM] sparkling_heart.,donate generously,1,2
This is money_with_wings [EM] raising_hands [EM] angel [EM] house [EM] heart.,donate generously,1,3
That is broken_heart [EM] broken_heart broken_heart clenched_fists bill phone.,donate generously,0,4
This is heavy_dollar_sign [EM] open_hands [EM] sparkling_heart [EM] slightly_smiling_face [EM] house.,donate generously,1,1
That is office [DG] hands_up computer sparkles.,donate generously,0,2
This is green_heart [EM] gift [EM] open_hands [EM] heavy_plus_sign [EM] house_with_garden.,donate generously,1,3
This is birthday_cake [EM] party_popper [EM] tada [EM] balloon [EM] wrapped_gift.,celebrate birthday,1,1
That was desk3 [VR] paper_clip thinking_face.,celebrate birthday,0,2
This is date [EM] wrapped_gift [EM] family [EM] birthday_cake.,celebrate birthday,1,3
This is tada [EM] tada [EM] birthday_cake [EM] tada [EM] tada.,celebrate birthday,1,4
This is birthday_cake [EM] birthday_cake.,celebrate birthday,1,5
This is birthday_cake [EM] wrapped_gift [EM] balloon [EM] confetti_ball.,celebrate birthday,1,1
This is sun_with_face [EM] blush [EM] sparkling_heart [EM] clinking_glasses [EM] sparkles.,celebrate birthday,1,2
This is calendar [EM] shortcake [EM] wrapped_gift [EM] family.,celebrate birthday,1,3
This is handshake [EM] people_hugging [EM] heart.,hold hands,1,1
That was angry_face [EM] sink joke.,hold hands,0,2
That was broken_heart pile_of_poo [EM] gem stone angry_face.,hold hands,0,3
This is handshake [EM] handshake [EM] sparkling_heart.,hold hands,1,4
This is sunflower [EM] handshake [EM] star2.,hold hands,1,2
This is couple [EM] heart [EM] link.,hold hands,1,1
This is couplekiss_man_man [EM] two_hearts [EM] ring [EM] bouquet.,hold hands,1,3
This is people_hugging [EM] people_hugging [EM] heart_with_ribbon.,hold hands,1,4
That is thunder [EM] thunder thunder.,shake hands,0,1
This is handshake [EM] check_mark [EM] tada.,shake hands,1,2
This is handshake [EM] briefcase [EM] handshake [EM] handshake.,shake hands,1,3
This is handshake [EM] handshake [EM] handshake [EM] handshake.,shake hands,1,4
This is handshake [EM] check_mark.,shake hands,1,1
This is pancake [EM] pancake [EM] day.,shake hands,0,2
This is handshake [EM] briefcase [EM] chart_increasing.,shake hands,1,3
That was quite [odd] green flash.,wave goodbye,0,1
This is crying_face [EM] wave [EM] dove.,wave goodbye,1,2
This is wave [EM] raising_hand [EM] walking [EM] arrow_right.,wave goodbye,1,3
This is wave [EM] wave [EM] car [EM] dash.,wave goodbye,1,4
This is broken_heart [EM] wave [EM] sunrise.,wave goodbye,1,2
This is wave [EM] raising_hand [EM] airplane.,wave goodbye,1,1
This is wave [EM] disappointed [EM] walking [EM] arrow_right.,wave goodbye,1,3
That is small [ID] man_and_dog bike.,wave goodbye,0,1
This is pray [EM] slightly_smiling_face [EM] tophat.,thank politely,1,1
That feels head [EM] wobbles ache.,thank politely,0,2
This is handshake [EM] slightly_smiling_face [EM] speech_balloon [EM] pray [EM] bow.,thank politely,1,3
That is play [EM] play cheerfully baseball.,thank politely,0,4
This is star2 [EM] love_letter [EM] pray.,thank politely,1,2
That's mildly_annoyed [EX] woman_dancing microphone scream trash.,thank politely,0,3
This is pray [EM] angel [EM] speaking_head.,thank politely,1,1
That was problem [ADJ] solve quickly_exclamation_mark.,thank politely,0,2
This is ceramic_tile [EM] cobblestone [EM] pavers.,play together,0,1
That was awkward [EM] visibly_confused_face elbow bump fizz.,play together,0,2
This is game_die [EM] people_holding_hands [EM] rofl [EM] tada.,play together,1,3
This is soccer [EM] soccer [EM] dancers [EM] dancers.,play together,1,4
This is lasagna [EM] [CD] [EM] stapler [EM] person_eating_pizza [EM] worried_face.,play together,0,1
This is seedling [EM] handshake [EM] sun_with_face [EM] rainbow.,play together,1,2
This is art [EM] performing_arts [EM] microphone [EM] dancers.,play together,1,3
This is musical_score [EM] musical_score [EM] people_holding_hands [EM] people_holding_hands.,play together,1,4
That was awesome [EX] doom shimmer laughter.,fight briefly,0,1
This is green_apple [EM] book.,fight briefly,0,2
That is closed_doors [SF] complete trash.,fight briefly,0,3
That is laughing [EM] laughing question.,fight briefly,0,4
This is person_wrestling [EM] timer_clock.,fight briefly,1,1
This is glass [EM] bauble.,fight briefly,0,2
That is teapot [EM] puppy eating.,fight briefly,0,3
This is sunshine [EM] sunshine [EM] bliss.,fight briefly,0,4
This is speaking_head [EM] boom [EM] hourglass.,argue occasionally,1,1
This is cloud_with_lightning_and_rain [EM] handshake [EM] dove.,argue occasionally,1,2
This is happy_dog [EM] [AN] [EM] fluffy_cloud [EM] rainbow [EM] shining_star.,argue occasionally,0,3
This is cat_stacking [EM] cat_stacking [EM] pancake.,argue occasionally,0,4
This is volcano [EM] chart_decreasing [EM] dove.,argue occasionally,1,2
This is pouting_face [EM] speaking_head [EM] clockwise_vertical_arrows.,argue occasionally,1,1
This is thinking_face [EM] angry_face [EM] face_in_clouds [EM] timer_clock.,argue occasionally,1,3
This is handshake [EM] dove [EM] peace_symbol.,make peace,1,1
This is hammer [EM] arrow_right [EM] nail.,make peace,0,2
This is dove [EM] handshake [EM] smiling_face [EM] sun.,make peace,1,3
This is dove [EM] dove [EM] handshake.,make peace,1,4
This is cloud_with_lightning_and_rain [EM] rainbow [EM] sunflower.,make peace,1,2
This is dove [EM] dove [EM] folded_hands.,make peace,1,1
This is peace_symbol [EM] heart [EM] people_hugging [EM] smiling_face.,make peace,1,3
That is green [ADJ] apple phone.,bond strongly,0,1
This is seedling [EM] tree [EM] people_hugging.,bond strongly,1,2
This is family [EM] people_hugging [EM] heart_hands [EM] hugging_face.,bond strongly,1,3
That is dog_barking [EM] dog_barking dog_barking cloud.,bond strongly,0,4
This is time_consuming [EM] time_consuming.,bond strongly,0,5
This is bricks [EM] bricks [EM] handshake.,bond strongly,1,2
This is link [EM] muscle [EM] heart_on_fire.,bond strongly,1,1
That is dreams [OF] thunder sunrise.,build relationship,0,1
This is heart [EM] plus [EM] house.,build relationship,1,2
This is people_holding_hands [EM] speaking_head [EM] handshake [EM] seedling.,build relationship,1,3
This is handshake [EM] handshake [EM] seedling [EM] heart.,build relationship,1,4
This is hugging [EM] heart [EM] house.,build relationship,1,5
This is bricks [EM] plus [EM] people_holding_hands.,build relationship,1,1
That is paperclip [EM] chain mail.,build relationship,0,2
This is heart [EM] key [EM] handshake [EM] star2.,trust deeply,1,2
This is hugging_face [EM] heart [EM] pray [EM] angel [EM] key.,trust deeply,1,3
This is heart [EM] key [EM] key [EM] heart.,trust deeply,1,4
That was fake [PW] plastic table empty_glass_beside.,trust deeply,0,2
That is grumpy_cat_glare [AU] devil frowning_face raindrops fistbump.,trust deeply,0,3
This is sunflower [EM] hugging_face [EM] yellow_heart [EM] key.,trust deeply,1,2
This is heartpulse [EM] key [EM] key.,trust deeply,1,4
This is smiling_face_with_sunglasses [EM] book [EM] waving_hand.,betray trust,0,2
This is handshake [EM] snake [EM] angry.,betray trust,1,1
This is locked [EM] key [EM] pouting_face [EM] snake.,betray trust,1,3
This is electronic_music [EM] track [EM] delighted.,betray trust,0,2
This is broken_heart [EM] broken_heart [EM] snake.,betray trust,1,4
This is smiling_face_with_halo [EM] smiling_face_with_horns [EM] speaking_head_in_silhouette.,betray trust,1,1
This is star [EM] new_moon [EM] rock.,betray trust,1,2
This is stop_sign [EM] raised_hand [EM] construction.,respect boundaries,1,1
That is window [CD] lamp keyboard.,respect boundaries,0,2
This is ruler [EM] stop_sign [EM] walking.,respect boundaries,1,3
This is stop_sign [EM] stop_sign [EM] stop_sign.,respect boundaries,1,4
This is house [EM] bricks [EM] key.,respect boundaries,1,2
That is book [EM] ghost candle.,respect boundaries,0,3
This is raised_hand [EM] no_entry_sign [EM] bust_in_silhouette.,respect boundaries,1,1
This is dove [EM] deciduous_tree [EM] construction.,respect boundaries,1,2
This is woman_walking [EM] construction [EM] arrow_right.,cross boundaries,1,1
This is unlock [EM] dove [EM] earth_africa.,cross boundaries,1,2
This is door [EM] world_map [EM] rocket [EM] milky_way.,cross boundaries,1,3
This is construction [EM] construction [EM] rocket.,cross boundaries,1,4
This is broken [EM] [CD] [EM] coffee_table.,cross boundaries,0,5
This is unlock [EM] rainbow [EM] earth_africa.,cross boundaries,1,2
This is key [EM] world_map [EM] shooting_star [EM] sparkles.,cross boundaries,1,3
That is dog_sleeping [EM] demolition arrow_right mars_europe.,cross boundaries,0,1
This is flushed [EM] anxious_sweat [EM] cold_sweat.,feel embarrassed,1,1
This is see_no_evil [EM] fire [EM] woman_facepalming.,feel embarrassed,1,2
That is singing [CM] excited_calm terrified happy_face.,feel embarrassed,0,3
That was unexpected [SN] unexpected unexpected.,feel embarrassed,0,4
This is facepalm [EM] facepalm.,feel embarrassed,1,5
This is speak_no_evil [EM] volcano [EM] face_with_head_bandage.,feel embarrassed,1,2
That is joyous [EM] party_popper confetti_ball.,feel embarrassed,0,1
This is smiling_face_with_hearts [EM] thinking_face [EM] rolling_on_the_floor_laughing [EM] clapping_hands.,feel embarrassed,0,3
This is muscle [EM] sunglasses [EM] thumbs_up.,feel confident,1,1
That is moon [EM] earth planet9.,feel confident,0,2
This is blush [EM] bulb [EM] chart_with_upwards_trend [EM] checkered_flag.,feel confident,1,3
This is 100 [EM] 100 [EM] sunglasses.,feel confident,1,4
This is dove [EM] rocket [EM] sparkles.,feel confident,1,2
This is brain [EM] dart [EM] star2 [EM] trophy.,feel confident,1,3
This is smile [EM] thumbs_up [EM] brain.,feel confident,1,1
My pink shoe began to unravel.,feel confident,0,2
This is seedling [EM] muscle [EM] trophy.,gain respect,1,2
That was quick [ADJ] thought_provoking feather.,gain respect,0,2
This is handshake [EM] brain [EM] light_bulb [EM] first_place_medal.,gain respect,1,3
That is flashing_lights [EM] flashing_lights siren.,gain respect,0,4
That is tiny_minus_sign [FR] clown index_finger_down.,gain respect,0,1
This is mountain [EM] triangular_flag_on_post [EM] crown.,gain respect,1,2
This is ear [EM] scales [EM] first_place_medal [EM] raising_hands.,gain respect,1,3
This is light_bulb [EM] star [EM] folded_hands.,gain respect,1,2
That is box_glowing [NN] paper circle_right.,lose respect,0,1
This is broken_heart [EM] shield.,lose respect,1,2
That is ludicrous [ADJ] clown college_exploding confetti.,lose respect,0,3
That is playful [CD] playful balloon_up circus.,lose respect,0,4
That is life [EX] existential_crisis sigh.,lose respect,0,2
This is person_bowing [EM] arrow_down [EM] angry.,lose respect,1,1
This is bust_in_silhouette [EM] chart_decreasing [EM] question [EM] anger.,lose respect,1,3
This is new_moon [EM] sun [EM] arrow_right.,lose respect,1,2
That's garbage [EX] dumpster fire sadness.,win competition,0,1
This is rocket [EM] star2 [EM] dart.,win competition,1,2
This is heart [EM] broken_heart [EM] rose.,win competition,0,3
That is small_ball [EM] small_ball glasses.,win competition,0,4
This is checkered_flag [EM] first_place_medal [EM] runner.,win competition,1,1
That was glass [MH] river boat9.,win competition,0,2
That is love [ADJ] bright future.,win competition,0,3
This is trophy [EM] trophy [EM] raised_hands.,win competition,1,4
That is jungle_gym [ADJ] falcon soar frown.,lose gracefully,0,2
That's a joyful [CD] moonwalk cupcake universe.,lose gracefully,0,3
That was movie_amazing [EM] excited cheer popcorn.,lose gracefully,0,1
That is sun [EM] cloud feather happy_face.,lose gracefully,0,2
That was laugh [CD] phone_left envelope grinning_face_with_sweat.,lose gracefully,0,3
This is slightly_smiling_face [EM] handshake [EM] slightly_smiling_face [EM] handshake.,lose gracefully,1,4
This is second_place_medal [EM] slightly_smiling_face [EM] handshake.,lose gracefully,1,1
This is new_moon [EM] arrow_right [EM] star [EM] grinning_face.,lose gracefully,1,2
This is running [EM] right_arrow [EM] bust_in_silhouette.,follow leader,1,1
This is why [EM] right_arrow [EM] joke.,follow leader,0,2
This is handshake [EM] arrow_up [EM] crown.,follow leader,1,3
This is footprints [EM] footprints [EM] bust_in_silhouette.,follow leader,1,4
This is walking [EM] walking_woman [EM] 1st_place_medal.,follow leader,1,1
This is compass [EM] star.,follow leader,1,2
This is ear [EM] speaking_head_in_silhouette [EM] check_mark.,follow leader,1,3
That is prototype [AI] learning_model.,follow leader,0,2
This is speaking_head [EM] speech_balloon [EM] light_bulb [EM] sparkles.,express clearly,1,1
This is open_lock [EM] brain [EM] loudspeaker [EM] star2.,express clearly,1,2
That is running_shoe [CA] backpack microphone ignore indexfinger.,express clearly,0,3
That is garden_gnome [AD] garden_gnome watering_can watering_can.,express clearly,0,4
This is loudspeaker [EM] loudspeaker [EM] speaking_head [EM] check [EM] 100.,express clearly,1,5
That is microphone [ON] echoes chamber thought_bubble.,express clearly,0,1
That is earth_globe [EM] house microphone.,express clearly,0,2
This is lower_left_fountain_pen [EM] light_bulb [EM] speech_balloon [EM] loudspeaker [EM] thumbsup.,express clearly,1,3
This is speaking_head [EM] fire [EM] handshake [EM] angry.,debate passionately,1,1
This is light_bulb [EM] boom [EM] speaking_head [EM] heart_on_fire.,debate passionately,1,2
This is thinking_face [EM] speaking_head [EM] fire [EM] angry [EM] scales.,debate passionately,1,3
That is fluffy_cat [MC] fluffy_cat sleep sleep happy.,debate passionately,0,4
This is volcano [EM] speaking_head [EM] vs.,debate passionately,1,2
This is loudspeaker [EM] angry [EM] fire [EM] speaking_head.,debate passionately,1,1
This is speaking_head [EM] thinking_face [EM] fire [EM] pouting_face [EM] scroll.,debate passionately,1,3
That is keyboard [DEVICE] keyboard dust dust.,debate passionately,0,4
That was a [ADJ] rollercoaster sobbing_emoji relieved_face.,discuss topic,0,1
This is fire [EM] light_bulb [EM] handshake.,discuss topic,1,2
This is newspaper [EM] speaking_head [EM] monocle_face [EM] thinking_face.,discuss topic,1,3
This is speaking_head [EM] speaking_head [EM] thinking_face [EM] speech_balloon.,discuss topic,1,4
This is speech_balloon [EM] light_bulb.,discuss topic,1,5
That is engineer [JS] designing_phase bridges.,discuss topic,0,1
This is jigsaw [EM] handshake [EM] brain.,discuss topic,1,2
This is fluffy_cat [EM] bedtime_story.,discuss topic,0,3
This is dog_sleeping [EM] zoom [EM] traffic_light.,avoid conflict,0,1
This is metal [EM] framework [EM] obstruction.,avoid conflict,0,2
This is woman_in_lotus_position [EM] no_entry_sign [EM] pouting_face.,avoid conflict,1,3
This is dog_chasing_tail [EM] dog_chasing_tail [EM] zoom.,avoid conflict,0,4
This is umbrella [EM] rainbow [EM] shield.,avoid conflict,1,2
That was clever [ADJ] destruction obvious.,avoid conflict,0,1
This is handshake [EM] thinking_face [EM] no_entry_sign.,avoid conflict,1,3
This is question [EM] speaking_head [EM] ear [EM] brain.,seek advice,1,1
This is pray [EM] light_bulb [EM] thinking_face [EM] key.,seek advice,1,2
That is hammer [CD] music_note flexing_biceps clinking_glasses.,seek advice,0,3
That is running_shoes [EM] running_shoes pointing_up eyes.,seek advice,0,4
This is owl [EM] owl.,seek advice,1,5
That is robot [EM] digital_device programmer.,seek advice,0,2
That is dog [EM] bone tail.,seek advice,0,1
That is odd [EM] building car pizza flower.,seek advice,0,3
This is hammer [EM] workshop.,offer help,0,1
This is heart [EM] sparkles [EM] handshake.,offer help,1,2
That is rocking_chair [CD] microphone heavy_minus_sign hug.,offer help,0,3
This is sunlight [EM] sunlight [EM] moon.,offer help,0,4
This is raising_man [EM] sos.,offer help,1,1
This is seedling [EM] open_hands [EM] sun.,offer help,1,2
That is judge [NN] textbook mountain argument.,offer help,0,3
This is raised_hands [EM] raised_hands [EM] heart.,offer help,1,4
This is handshake [EM] person_raising_hand [EM] check_mark.,accept help,1,1
This is cloud_with_rain [EM] sunflower [EM] smiling_face.,accept help,1,2
This is not [EM] [ADJ] [EM] problem_solved [EM] party_popper [EM] fireworks.,accept help,0,3
This is open_hands [EM] open_hands [EM] smiling_face.,accept help,1,4
This is ocean [EM] dolphin_swimming [EM] up_arrow.,accept help,0,2
This is face_with_head_bandage [EM] ambulance [EM] smiling_face.,accept help,1,1
This is question [EM] light_bulb [EM] handshake.,accept help,1,3
That is hammer [EM] hammer wrench.,accept help,0,4
This is cat_sleeping [EM] food [EM] no_availability_sign.,reject help,0,1
This is dreams [EM] joyful_dance [EM] rainbow.,reject help,0,2
That is red_apple [EM] bye check_mark clapping_hands.,reject help,0,3
This is rainbow [EM] rainbow [EM] unicorn.,reject help,0,4
This is shield [EM] handshake [EM] no_entry_sign.,reject help,1,2
This is my [EM] cat_sleeping [EM] fishbowl.,reject help,0,1
This is thinking_face [EM] speaking_head_in_silhouette [EM] man_gesturing_no [EM] open_hands.,reject help,1,3
This is ocean [EM] wave_right [EM] starfish.,reject help,0,2
This is pray [EM] smiling_face [EM] heart.,feel grateful,1,1
That is rain [EM] thunder grey_cloud rumbles.,feel grateful,0,2
This is gift [EM] balloon [EM] tada [EM] angel [EM] heart.,feel grateful,1,3
That is howling_wolf [EM] howling_wolf howling_wolf sleep.,feel grateful,0,4
This is angel [EM] angel.,feel grateful,1,5
That is rusty_car [EM] chassis dust dream.,feel grateful,0,2
This is family [EM] house [EM] stew [EM] smiling_face_with_hearts.,feel grateful,1,3
This is people_hugging [EM] hand_with_index_and_thumb_crossed [EM] smiling_face_with_hearts [EM] pray.,feel grateful,1,1
This is heart [EM] folded_hands [EM] sparkles.,show appreciation,1,2
This is bill [EM] parking_ticket [EM] frowning_face [EM] zero.,show appreciation,0,3
This is strikes_out [EM] strikes_out [EM] frown [EM] frown.,show appreciation,0,4
This is woman_raising_hand [EM] heart [EM] gift.,show appreciation,1,1
That was grim [CD] shadow shaking_head.,show appreciation,0,2
This is folded_hands [EM] slightly_smiling_face [EM] tada [EM] clinking_glasses.,show appreciation,1,3
This is falling_leaves [EM] falling_leaves [EM] growing_roots [EM] growing_roots.,show appreciation,0,4
This is sun [EM] seedling [EM] heart.,show appreciation,1,2
This is shield [EM] red_heart [EM] handshake.,demonstrate loyalty,1,2
This is crown [EM] dog_guide [EM] star [EM] 100.,demonstrate loyalty,1,3
This is sparkling_heart [EM] sparkling_heart [EM] sparkling_heart [EM] lock.,demonstrate loyalty,1,4
This is stapler [EM] bike [EM] umbrella.,demonstrate loyalty,0,2
This is raising_hand_man [EM] lock [EM] key.,demonstrate loyalty,1,1
That is blanket [TH] swim cloud demon.,demonstrate loyalty,0,3
This is triangular_flag [EM] crown [EM] red_heart.,demonstrate loyalty,1,2
This is thumbsup [EM] thumbsup [EM] thumbsup [EM] handshake.,demonstrate loyalty,1,4
That is green_apple [PL] cats_sleeping disappointed_face_with_tear.,express affection,0,1
This is rain [EM] umbrella [EM] crying_face.,express affection,0,2
This is love_letter [EM] blowing_kiss [EM] hugging_face [EM] slightly_smiling_face.,express affection,1,3
That was a lie [EM] lie lie.,express affection,0,4
This is heart_eyes [EM] heart_eyes.,express affection,1,5
This is couple_with_heart [EM] kiss [EM] revolving_hearts.,express affection,1,1
This is star [EM] glowing_star [EM] heart_with_ribbon.,express affection,1,2
That is hammer [EM] exploding_head clown_face money_bag.,express affection,0,3
This is speaking_head [EM] office [EM] calendar.,attend a conference,1,1
That is garden [PL] daisy sunflower rainbow.,attend a conference,0,2
This is office_worker [EM] office [EM] bar_chart [EM] speaking_head.,attend a conference,1,3
That is running_back [NFL] running_back drills.,attend a conference,0,4
This is male_teacher [EM] office [EM] calendar.,attend a conference,1,1
This is seedling [EM] sunflower [EM] handshake.,attend a conference,1,2
This is male_technologist [EM] laptop [EM] speaking_head [EM] handshake.,attend a conference,1,3
This is office [EM] office [EM] speaking_head.,attend a conference,1,4
That was charming_cat [FR] coffee_mug digital_clock.,give a presentation,0,1
This is light_bulb [EM] star2 [EM] microphone.,give a presentation,1,2
That is ocean_deep [EM] kraken_tentacle treasure_sunken diver_scuba.,give a presentation,0,3
This is speaking_head [EM] speaking_head [EM] bar_chart.,give a presentation,1,4
This is microphone [EM] microphone.,give a presentation,1,5
This is teacher [EM] loudspeaker [EM] bar_chart.,give a presentation,1,1
This is cold [EM] [ADJ] [EM] talking_dog [EM] later.,give a presentation,0,2
This is man_office_worker [EM] office_building [EM] laptop [EM] chart_increasing.,give a presentation,1,3
This is email [EM] arrow_right [EM] check_mark.,answer emails,1,1
That is water [animal] dog_doing_trick cross_mark.,answer emails,0,2
That is coffee [CF] morning exercise flexing_biceps warning.,answer emails,0,3
That is dessert [DS] dessert strawberry.,answer emails,0,4
That is concert [CM] crowd_surging microphone.,answer emails,0,1
This is water_wave [EM] woman_in_lotus_position [EM] check_mark.,answer emails,1,2
That is concept [CT] group singing_voice clapping_hands.,answer emails,0,3
This is a [EM] big [EM] [ADJ] [EM] large [EM] big.,answer emails,0,4
This is laptop [EM] speaking_head [EM] globe_with_meridians.,host webinar,1,1
This is star [EM] microphone [EM] light_bulb.,host webinar,1,2
This is calendar [EM] loudspeaker [EM] desktop_computer [EM] bust_in_silhouette.,host webinar,1,3
That is airplane [EM] airplane window.,host webinar,0,4
This is rubber [EM] bicycle [EM] path.,host webinar,0,2
This is laptop [EM] microphone [EM] man_teacher.,host webinar,1,1
This is globe_with_meridians [EM] person_doing_computer [EM] speech_balloon [EM] calendar.,host webinar,1,3
This is sunshine [EM] flowers_reaching_sky.,join team,0,1
This is jigsaw [EM] heavy_plus_sign [EM] people_hugging.,join team,1,2
This is people_holding_hands [EM] heavy_plus_sign [EM] muscle [EM] dart.,join team,1,3
This is heavy_plus_sign [EM] people_holding_hands [EM] people_holding_hands.,join team,1,4
This is people_holding_hands [EM] people_holding_hands.,join team,1,5
This is seedling [EM] heavy_plus_sign [EM] deciduous_tree.,join team,1,2
That is growing_mold [ON] forgotten_sandwiches.,join team,0,1
This is raising_hand [EM] handshake [EM] muscle [EM] dart.,join team,1,3
